,artist,top genre,year released,bpm,top year,artist type
938,J. Cole,conscious hip hop,2019.0,124.0,2019.0,Solo
939,Jax Jones,dance pop,2019.0,122.0,2019.0,Solo
940,Joel Corry,dance pop,2019.0,125.0,2019.0,Solo
941,Jonas Brothers,boy band,2019.0,138.0,2019.0,Band/Group
942,Jonas Brothers,boy band,2019.0,94.0,2019.0,Band/Group
943,Juice WRLD,chicago rap,2019.0,80.0,2019.0,Solo
944,Kane Brown,black americana,2019.0,154.0,2019.0,Solo
945,Kehlani,dance pop,2019.0,146.0,2019.0,Solo
946,Khalid,pop,2018.0,98.0,2019.0,Solo
947,Khalid,pop,2019.0,136.0,2019.0,Solo
948,Kodak Black,florida rap,2018.0,98.0,2019.0,Solo
949,Lady Gaga,art pop,2018.0,96.0,2019.0,Solo
950,Lana Del Rey,art pop,2019.0,145.0,2019.0,Solo
951,Lauv,dance pop,2020.0,102.0,2019.0,Solo
952,Lewis Capaldi,pop,2019.0,110.0,2019.0,Solo
953,Lewis Capaldi,pop,2019.0,104.0,2019.0,Solo
954,Lil Nas X,lgbtq+ hip hop,2019.0,136.0,2019.0,Solo
955,Lil Nas X,lgbtq+ hip hop,2019.0,136.0,2019.0,Solo
956,Lil Nas X,lgbtq+ hip hop,2019.0,154.0,2019.0,Solo
957,Lil Tecca,melodic rap,2019.0,180.0,2019.0,Solo
958,Lizzo,dance pop,2019.0,158.0,2019.0,Solo
959,Lizzo,dance pop,2019.0,96.0,2019.0,Solo
960,Lunay,latin,2019.0,92.0,2019.0,Solo
961,Maggie Rogers,indie pop,2019.0,102.0,2019.0,Solo
962,Mark Ronson,dance pop,2018.0,114.0,2019.0,Solo
963,Marshmello,brostep,2019.0,100.0,2019.0,Solo
964,Marshmello,brostep,2019.0,88.0,2019.0,Solo
965,MEDUZA,edm,2019.0,124.0,2019.0,Band/Group
966,Meek Mill,hip hop,2018.0,86.0,2019.0,Solo
967,Megan Thee Stallion,dance pop,2019.0,99.0,2019.0,Solo
968,Miley Cyrus,dance pop,2019.0,148.0,2019.0,Solo
969,Mustard,cali rap,2019.0,202.0,2019.0,Solo
970,NLE Choppa,memphis hip hop,2019.0,120.0,2019.0,Solo
971,Normani,dance pop,2019.0,171.0,2019.0,Solo
972,NSG,afro dancehall,2020.0,102.0,2019.0,Band/Group
973,Offset,atl hip hop,2019.0,140.0,2019.0,Solo
974,Panic! At The Disco,modern rock,2018.0,82.0,2019.0,Band/Group
975,Paulo Londra,argentine hip hop,2019.0,172.0,2019.0,Solo
976,Polo G,chicago rap,2019.0,168.0,2019.0,Solo
977,Post Malone,dfw rap,2019.0,120.0,2019.0,Solo
978,Post Malone,dfw rap,2018.0,145.0,2019.0,Solo
979,Post Malone,dfw rap,2019.0,90.0,2019.0,Solo
980,Post Malone,dfw rap,2019.0,100.0,2019.0,Solo
981,Post Malone,dfw rap,2019.0,150.0,2019.0,Solo
982,Queen,classic rock,1975.0,144.0,2019.0,Band/Group
983,Regard,dance pop,2019.0,118.0,2019.0,Solo
984,Russ Millions,uk drill,2019.0,141.0,2019.0,Solo
985,Sam Feldt,dance pop,2019.0,107.0,2019.0,Solo
986,Saweetie,cali rap,2019.0,105.0,2019.0,Solo
987,Sech,latin,2019.0,176.0,2019.0,Solo
988,Shawn Mendes,canadian pop,2019.0,117.0,2019.0,Solo
989,Shawn Mendes,canadian pop,2019.0,124.0,2019.0,Solo
990,Sigrid,dance pop,2019.0,120.0,2019.0,Solo
991,Stormzy,grime,2019.0,188.0,2019.0,Solo
992,Taylor Swift,pop,2019.0,69.0,2019.0,Solo
993,Taylor Swift,pop,2019.0,170.0,2019.0,Solo
994,Taylor Swift,pop,2019.0,85.0,2019.0,Solo
995,Travis Scott,hip hop,2018.0,155.0,2019.0,Solo
996,"Tyler, The Creator",hip hop,2019.0,80.0,2019.0,Solo
997,Wiley,grime,2019.0,103.0,2019.0,Solo
998,Young T & Bugsey,afroswing,2019.0,138.0,2019.0,Duo
999,Young Thug,atl hip hop,2019.0,98.0,2019.0,Solo
1000,,,,,,
1001,,,,,,
1002,,,,,,
